,Tweet,Type
11148,Chicken Bacon Ranch  <link> ,0.0
11149, <hashtag>  President Trump Just Defended Steve Bannon Look What He Said  <link>   <hashtag>   <link> ,1.0
11150,Its great to see our Virtual Vendor  <username>   <username>   <username>   <username>   <username>   <username>   <username>  <link> ,0.0
11151,Ahern gave us a whole project  <link> ,0.0
11152,RT juliagouliah kachninja TEN_GOP SecretService DOJ needs to come down hard and fast on these people,1.0
11153,I have sold about 20 pairs on Goat  was looking to other resources to sell but dont want to cut myself short on fees,0.0
11154,Love when you performed this in Phoenix AZ on Halloween 2014 Looking forward to new music from FIR this year,0.0
11155,Fort Lee Home to SecondWorst Truck Bottleneck in US Report  <link>   <link> ,1.0
11156,K12 is a must,0.0
11157, <link> ,0.0
11158,EXO Bracelet  Necklace <link>  <link> ,0.0
11159,Heres The Video Exposing Antifa the Media and Dems DONT Want You to See  <link>   <hashtag>   <link> ,1.0
11160,Captain America Civil War was awesome  <hashtag> ,0.0
11161, <hashtag>  Yale University instructor tied to race protests resigns school,1.0
11162,THANKS FOR BEING PROUD I GREATLY APPRECIATE THAT,0.0
11163,Have your  <hashtag>   <hashtag>  become worn scratched soiled or stained Have you noticed chips cracks or  <link> ,0.0
11164,Part 1 of a fantastic post from  <username>   <username>  on  <username>  abt the invaluable Pura Belpré  <link>  ,0.0
11165,Happy to score my first  <username>  goal with the  <username>    <link> ,0.0
11166,yes i should moving onnnnnnn from anything that can let me down ha,0.0
11167,I put a RED rose  in my hair and Im going to vote for our president  <username>  here in New York City  <hashtag>   <hashtag> 2016 <hashtag>   <link> ,1.0
11168,Rents expected to rise near Second Avenue Subway  <link>   <link> ,1.0
11169,Im honestly confused to where this is going right now ,0.0
11170,It seems that nowadays being trans has become a sort of a trend What do you think about it,1.0
11171, <hashtag>  That someone will retweet and then favorite this dumb tweet just because I said so,1.0
11172,POTUS gets thirsty drinks liberal tears   Stay thirsty my friends    <hashtag>   <link> ,1.0
11173, <hashtag>  had a csection  But now I regret the scar ,1.0
11174,Woman calls 911 after pizza order error,1.0
11175,Trump retains assets worth at least 14 billion new disclosure shows  <link>   <link> ,1.0
11176,Photograph of the week Eiffel Tower Paris  A Luxury Travel Blog  <link>  <link> ,0.0
11177,That arousal isnt a class critique Up your scholarship lmao,1.0
11178,Sean Payton hopes his path less taken brings back Saints old winning path  <link> ,1.0
11179,yup I  kno thats why IM MVP in that shit,0.0
11180,Make sure this summer yall keep your eye opening for DNA Album  <hashtag>   <hashtag>  Grow followers   <link> ,0.0
11181,ShowCase  <link>  Some of The Fastest Rising Stars In The Industry ITS MeRLiN BeAtS   <link>   <link> ,0.0
11182,SI mock draft Bama DT to Lions 2 MSU firstrounders So now that the Lions are locked in barrin  <link>   <hashtag> ,1.0
11183,I liked a  <username>  video  <link>  Power Rangers vs Jokester,0.0
11184,4000 US Troops Sent to Border of Russia  More to Be Sent  <link> ,1.0
11185, <username>   <hashtag>  Whos The Aussie,1.0
11186,thank you cutie,0.0
11187,What Phillys Russians think of Trump and Putin  <link>   <link> ,1.0
11188,When youre ugly and someone fine likes  <link> ,0.0
11189, <username>  Accept what is let go of what was and have faith in what will be Thanks for the  <hashtag>  and for following my tweets,0.0
11190,Stow man admits he blamed fake carjacker after shooting himself in leg Joshua Jira 30 pleaded guilty to lying about shootin   <hashtag> ,1.0
11191,so scared of relationships bc I witness too many people get cheated on anymore,0.0
11192,Theres no better place then your bed after college,0.0
11193,Cyber attacks Twothirds of big UK businesses targeted  <link> ,0.0
11194,1111 Matt to be okay,0.0
11195,Watch Dinesh DSouzas Warning For Republicans About the Second Amendment  <link> ,1.0
11196,RT forensics49 CLINTON and GORE had Confederate flag pins in 1992  so we must take down all statues and memorial  <link> ,1.0
11197,Did drag racing lead to death of 3yearold girl  <link> ,1.0
11198,Cops Go To Wrong Address Shocked To See What Was Hidden On Christmas Tree  <link> ,1.0
11199,News post The Quinn in the Morning Show with Jim Quinn  December 2 2016    <link> ,1.0
11200,Do not hire a man who does your work for money but him who does it for love of it,1.0
11201, <hashtag>  growing in Walker County  <hashtag>   <link> ,1.0
11202,IN ANOTHER LIFE I WOULD BE YOUR  <link> ,0.0
11203,If you see Tsungs flaming skull flies into a group including Tanya,0.0
11204,Dolce Amore May 17 2016 Dailymotion  <link> ,0.0
11205,160508FIRE_PHOENIX_GOT7 <link>  <link>  <link>  <link> ,0.0
11206,I cant stop rewatchinng this  <hashtag>   <link> ,0.0
11207,Vinci Lisicki reach second round in Nuremberg Vinci Lisicki reach second round in Nuremberg  <link>   <hashtag> ,0.0
11208, <hashtag>   <username>  Analysis Hillary Clintons Age In Context  <link>   <link> ,1.0
11209,iKON  iKONCERT 2016 SHOWTIME TOUR IN JAKARTAMore info   <link>  <hashtag>   <link> ,0.0
11210, <hashtag>  RT POLITICSandFUN TheOnlyKinsey Magooo2U Mike94002447 TruthFeedNews The  <hashtag>  Isnt fazed by a few  <hashtag>   <link> ,1.0
11211,Im dancing  <link> ,1.0
11212,I just updated my website  <link> ,0.0
11213,The answers to your ALL questions about applying for the  <hashtag> 5000 gt  <link> ,1.0
11214,Santorum to Trump You should probably be taking those daily intel briefings seriously  <link>   <link> ,1.0
11215, <hashtag>  Still unanswered questions about why an East Bay football player died during practice,1.0
11216,This Kenyan Phillip Ngatia has been confirmed dead  <hashtag>   <username>   <username>   <username>  <link> ,0.0
11217,great team Excited about this,0.0
11218,Watch 100 years of Russian beauty trends in less than 2 minutes  <link> ,1.0
11219,Saudiled coalition strikes kill at least 50 in Yemen   <hashtag>   <hashtag> ,1.0
11220,you agreeing with my preaching are you Linda,0.0
11221, <hashtag> 4share shooting down the airship L30  <hashtag> 1    <link>   <link> ,1.0
11222,Death toll in Italy train crash rises to 27 cause still unclear   <hashtag> ,1.0
11223,I think the droid in the middle is the character  <hashtag>  is playing  <hashtag>   <link> ,0.0
11224,But its not even a wordTrust me the public will love itBut it makes no sensejust write neverendum <link> ,0.0
11225,RT  <username>  MT  <username>  Senator Ted Cruz Planned Parenthood Is Not Worthy of Taxpayer Funding  <hashtag>   <link> ,1.0
11226,True strength is keeping everything together when everyone expects you to fall apart  <hashtag>   <hashtag> ,1.0
11227, <hashtag>  siestas were an inherent part of the routine,1.0
11228,see you in  <link> ,0.0
11229,WORST PRESIDENT EVER Obamas Signature Bill  Obamacare  Is a Complete Disaster  <link>  via  <username> ,1.0
11230, <hashtag>  Personal Shopper by Olivier ASSAYAS  <hashtag> 2016  <link> ,0.0
11231,You know what Financial counsellors do a bloody good job for the community Thanks for all your hard  <link> ,0.0
11232,Kohli Rohit likely to be rested for Zimbabwe tour  <link>    <username>  <link> ,0.0
11233,Lose my breath The 1st single from their 2nd best album destiny fulfilled A eternal bop Destinys child battling their only competition  <link> ,1.0
11234,ight bring the mop over later thanks,0.0
11235, <username>   <username>  no one is killed and wont be And there is no ways to make any changes without shaking people from their comfort,1.0
11236,Government Blocks Office DepotStaples Merger Opens Way For Amazon Retail Dominance  Forbes  <link> ,0.0
11237, <username>   Does Hillary Clinton still owe the king of Morocco a 12 million favor  New York Post   <link> ,1.0
11238,<3 Celebrating  <hashtag>  who know life starts at 50She sells new  preowned  <hashtag>  for Ladies    <username>   <link> ,0.0
11239,Ugh  Ride hot hand I  <link> ,0.0
11240,Happy 14th Birthday to our good friend  <username>    <link> ,1.0
11241,Beyond Cruel  <hashtag>   Alabama  <hashtag>  congressman People who lead good lives dont have preexisting conditions   <link> ,1.0
11242,Success is not final failure is not fatal it is the courage to continue that counts Winston Churchill,1.0
11243,Thought about deleting this then had an idea Ill use this as a stage to glorify my God to help those in need of Love find it  <hashtag> ,0.0
11244,Ladies dont feel punished because men cant handle your glow they better boss up and compliment your shine to fuck with you  ,1.0
11245,He says he has received death threats  <link> ,1.0
11246,Catch  <username>  talk  <hashtag>  Football with ND Kalu  Greg Koch on  <username>  Houston at 1010  <hashtag>   <link> ,0.0
11247,Son of man found in freezer pleads guilty to abuse of corpse  <link> ,1.0
11248,Hundreds of ballet dancers compete in Bellevue  <link>   <hashtag> ,1.0
11249,Sports Roundup Rough Season Comes To An End For Baymen Baseball The Hampton Bays baseball team knew it was going  <link> ,0.0
11250,The only photo of my Father from World War II Hes holding a Stars and Stripes WWII Peace at Last  <link> ,1.0
11251,RT StockMonsterUSA AllStar Trump Loving Crowd of 10000 show up in West Virginia to Support Trump   Mueller amp   <link> ,1.0
11252, <username>  CommanderinChief is not an entrylevel position and the Oval Office is no place for on the job training   <hashtag>   <hashtag> ,1.0
11253,Osbornes event nose dives as fellow campaigner describes the EU as an evil empire  <link> ,0.0
11254, <hashtag>  NCAA grounds Jim Harbaugh _ no more outofstate satellite camps,1.0
11255,If you will be returning to store can you confirm which store youll be returning to please 36,0.0
11256, <hashtag>   <hashtag>   <hashtag>   <hashtag>   <hashtag>   <link> ,1.0
11257,Again,0.0
11258,ez starlord,0.0
11259,me too it is more media manipulation see BBC for details,0.0
11260, <link> ,0.0
11261,CSO groups probe alleged global funds misuse  <link> ,0.0
11262, <hashtag>  Double Dose of Playoff Fever With Sharks Warriors,1.0
11263,Trump blames media for star tweet uproar  <link> ,1.0
11264, <username>  Why did they do that Basterds,1.0
11265,You cannot prove the future but common sense can prevail  <hashtag> ,0.0
11266, <username>  shares experience of mental illness  suicideThis is extremely powerfulPlz read with care  <link> ,0.0
11267,ne fighting jiminah,0.0
11268,1111 meet  <username>   <username>   <username>   <username>   <username> ,0.0
11269,Incoming  <link> ,0.0
11270,John Kasich to give first postcampaign interview on CNN What to watch for Monday Ohio Gov John Kasich is sla   <hashtag>   <hashtag> ,1.0
11271, <username>  the hostile media claims that youre getting soft then I guess mush hit the tarmac  <link> ,1.0
11272,I dont wanna goooooo,0.0
11273,This guy came here legally  he supports Trump Piss dems off show them this pic  <link> ,1.0
11274, <link> ,0.0
11275,Nick Hernandez has been invited to speak at a seminar sponsored by the Hillsborough County    <link> ,0.0
11276, <username>   <username>   so good,0.0
11277,RT PatriotBorn We Need to Take Down the Fake News and the Crappy TV Networks There is nothing to watch except F  <link> ,1.0
11278, <hashtag>  was the worst He hated America amp all it stands for Enlist in our patriot army at  <link>  S  <link> ,1.0
11279,bye will,0.0
11280,why are you doing this to yourself Coffee is life,0.0
11281,RT politicalHEDGE no fun found eh must have shot himself then hid the gun  <link> ,1.0
11282,America without us is like a tree with no fruit Mass incarceration poor education housing justice food will be the end of this country,1.0
11283,Russian mob tattoos doom 1M bail bid for man in Brooklyn court  <link>   <link> ,1.0
11284,many thanks,0.0
11285,American Flags Seen Thrown In Pile Tossed In Trash Bin At Bixby Cemetery  <link>   <link> ,1.0
11286,Taeyeon Sunny Hyoyeon  Tiffany still live at the dorm,0.0
11287,NO SHIT TAXPAYERS NEED TO GIVE THEMSELVES IMMUNITY FROM THE IRS  <link> ,1.0
11288, <username>  You arent wrong  <hashtag>  90sLiveTweet,1.0
11289,Get better TODAY,0.0
11290,Last mf day here  tomorrow cant come fast enough,0.0
11291,Step 7 Repeat cycle to remain relevant in cultural and political mainstream so that these coalitions continue to receive money,1.0
11292,The Best Worst Segment on Radio <link>  <username>   <username>   <username>  ruin a perfectly good radio segment,0.0
11293,Amazing that Crooked Hillary can do a hit ad on me concerning women when her husband was the WORST abuser of woman in US political history,0.0
11294, <username>  at  <hashtag>  Video by  <username>  <link> ,0.0
11295,Lil Wayne  Tha Carter Iv CD New  Lil Wayne  <link>   <link> ,0.0
11296,Wearing panties that are crotchless but werent that way when you purchased them  <hashtag> ,1.0
11297,The  <link>  photo op for potential treason boo boo Not enough Investigation needed  <hashtag>   <hashtag>   <hashtag>   <link> ,1.0
11298, WITNESS THE CHANGE  REBIRTH of 2NE1  <hashtag> 7Hof2NE1  <username>   <username>   <username>   <link> ,0.0
11299,If I had a pound for every minute I wasted revising the menstrual cycle I think Id actually have enough to sue AQA  <hashtag> ,0.0
11300,Weve written a blog on Virtual Reality for Property Marketing Check it out  <link> ,0.0
11301,BREAKING Its OFFICIAL Trump Ends It   <link> ,1.0
11302, <hashtag>  Two new wives delivered from other countries so that he could finally shut down immigration,1.0
11303,Yep So we need to preserve the foundation built and then keep building Exactly this  <link> ,1.0
11304,Muslim Woman Accuses United Airlines of Discrimination I Was in Tears  <link> ,1.0
11305,Typical  <hashtag>  supporter   <link> ,1.0
11306,Journalism is dead  <link> ,1.0
11307,Heres a thing thats assuredly happening right now Political ops drafting celebs to groom as future prez candidates  <hashtag> 2024,0.0
11308, <hashtag>  Social media reacts to worst mass shooting in US history,1.0
11309,Rollover accident leaves one dead  <link>   <link> ,1.0
11310,This was funny statue of famous drunk falls over and then I read the  <link> ,0.0
11311,Obama Muses About His Legacy Offers Counterpoint to GOP  <link> ,1.0
11312,If you want to know what a mans like take a good look at how he treats his inferiors not his equals Sirius Black Harry Potter,0.0
11313,It actually kills me when we dont talk it kills me when you ignore me it kills me when youre busy with your life,1.0
11314, <hashtag>  Healthy Urban Kitchen Cookbook A simple stepbystep system for shopping cooking  eating the worlds  <link> ,0.0
11315,CF Kim Ji Won for Khawah Coffee Full Version  <hashtag>   <hashtag>  김지원金智媛 <link> ,0.0
11316,JUST ADDED My Vagina Is Up Here Unisex Tee Get it at  <link>   <link>   <link> ,1.0
11317,Happy Birthday to the loml  <username> ,0.0
11318,it was really amazing,0.0
11319,where,0.0
11320,MN mall stabbers family in US for 15 years  His father confirmed his identity speakingthrough an interpreter  <link> ,1.0
11321,a lie dont care who tells it,0.0
11322,Heavy Rain Strong Winds Possible Flooding to Hit Area  <link>   <link> ,1.0
11323,RT mitchellreports People may now pay attention to realDonaldTrump and  <hashtag>  Asian markets are taking a hit,1.0
11324,Delighted to announce  <username>  are the Northern Ireland Open Official Golf Management Partner  <username>  <link> ,0.0
11325, <hashtag>  FORECAST  Cool Start to June,1.0
11326,Hello is that Jose Yep youve got the job but we are gonna let Louis stay in charge,0.0
11327,BSW Graduation was pretty awesome at  <hashtag> 2016  <username>   <link> ,0.0
11328, <hashtag>  RT KNP2BP Bought Carrier we THOUGHT USAmade  Made in Mexico   Our dealer dropped them for AS_HVAC Amer Standard bc of prob ,1.0
11329,cant wait ,0.0
11330,Outpouring of support for local police in wake of Dallas massacre   <link>   <link> ,1.0
11331,Lawmakers propose revamping Maryland medical marijuana panel awarding more licenses  <link>   <link> ,1.0
11332,If you havent yet go cop my sophomore album  <hashtag>  right here right  <link> ,0.0
11333,MISSINGA male tabby cat has gone missing in the N10 area of  <hashtag>  Please RT <link>  <link> ,0.0
11334,I dont chase after anү <link>  үou wanna walk out of mү life Ill hold the door open for үou,0.0
11335, <hashtag>  found out the grass really isnt greener,1.0
11336, <hashtag>  Jemere Morgan  <username>  Good Old Roots  <link>   <hashtag> ,1.0
11337, <hashtag>  Trump autographs baby at rally,1.0
11338,Here she is  judge Monica Herranz Under investigation for helping defendant escape through her chambers  <link> ,1.0
11339,If dog wore pants  <hashtag>    <link> ,1.0
11340, <hashtag>  Challenges Elijah Muhammad   <link> ,1.0
11341, <hashtag>  I spend thousands of dollars trying to look poor,1.0
11342,Man bystander shot in San Francisco Mission District   <hashtag> ,1.0
11343, <username>  True,1.0
11344,Ballyliffin bids for IrishOpen  <link> ,0.0
11345,He who defines seduction <link>  <link> ,0.0
11346,Get tge best social media promo in the planet  None stop promo email info <username> com,0.0
11347,Whats the craziest  <hashtag>  advice youve ever received  <hashtag>   <link>  <link> ,0.0
11348,save the date  <hashtag>  june 30 to july 2   <username>   <username>   <username>   <username>   <username>  <link> ,0.0
11349,When you look at a picture of yourself from 6th  <link> ,0.0
11350,Ive had all my shots  <hashtag> 5Words,1.0
11351,According to 안녕봄 yoongi use a camera given by suga crush He also used this camera when they were in  <link> ,0.0
11352,Does someone want to tell me how Im supposed to dress for a high of 73 and a low of 37 tomorrow,0.0
11353,Early spring trout fishing options abound across the state   <hashtag> ,1.0
11354,_Zzzzzzzzzz night,0.0
11355,Hey  <username>  you clearly have liberal butthurt syndrome LBS  Go get some help  Perhaps go to a mental hospital,1.0
11356, <hashtag>  Incentive Money for Fuel Cell Makers May End,1.0
11357,Trial of China rights lawyer lasts three hours police block court access   <hashtag> ,1.0
11358, <username>   <hashtag>  Contact Web  <link>  Donate  <link>   <hashtag>   <hashtag>   <link> ,1.0
11359,Finally headed back home Yay 6 hour ride home reminiscing the sins Ive committed while in New Orleans,0.0
11360,How a website can help you quit your day job faster  <link>   <hashtag>   <hashtag> ,0.0
11361,your tweet earlier was confusing Said waiting list will be offered seats AFTER the relocation window,0.0
11362, <hashtag>  Gameras World Some guy named Ryan Britt shared artist Eric Tengrens Facebookpo  <link>   <username> ,0.0
11363, <username>   <username>   <username>  win out of the nomination The deepest throat,1.0
11364,Breakthrough  <username>  retweets  <username>  s Tweet about the Twitter replies to Trump manipulation scam People are on to it  <link> ,1.0
11365,Keystone leak 90X worse than first reported  <link>   <hashtag> ,1.0
11366,Red Hot Chili Peppers Anthony Kiedis hospitalised with intestinal  <link> ,0.0
11367,Yes po Sorry  <link> ,0.0
11368,Headed back to work,0.0
11369,Former RNC Chair Michael Steele offers some candid views on race and politics   <link>   <link> ,1.0
11370,1Not leaving my room2Not leaving the house3Missing someones birthday partyMy childhood punishments have become my adult hobbies,0.0
11371,MCs asked about how members have shown her supportTiffany says members have supported her a lot since the beginning and gave her strength,0.0
11372,Croatian parliament votes for snap election   <hashtag>   <hashtag> ,1.0
11373,And that it involves much more sleep,0.0
11374,Melania Trump visits pandas at the Beijing Zoo  <link>  via  <username> ,1.0
11375, Gov McAuliffe Had Something To Do With Police Standing Down amp Not Protecting The Charlotte protesters ,1.0
11376,Glenns Blog Rainy Noreaster  <link>   <link> ,1.0
11377,Prom with the love of my  <link> ,0.0
11378,Dont you miss the days  <hashtag> ,0.0
11379,Just what we need the return of the neoliberalizerinchief No  <link> ,0.0
11380,905am Love Vigilantes by Iron and Wine from Around the Well,0.0
11381,should have made the 4th option The Earth is destroyed by an asteroid,0.0
11382,Dope Producer  <hashtag>  Produces  <hashtag>  Bow Down On The Spot  <link>   <link> ,1.0
11383,15 retweets and I get BBops pls  <link> ,0.0
11384,Caught in the Act Police Officer Plays Basketball with Neighborhood Kids  <link> ,0.0
11385,Wald International adds skirts rims to new Toyota Prius wwwAgya Club  <link>  <link> ,0.0
11386,Stargazing From the International Space Station via NASA  <link>  <link> ,0.0
11387,Belly Of The Curve Gone FlatRecession Signals Flashing  <link> ,0.0
11388,official_biancabombshells photo  <link> ,0.0
11389,Pretoria Girls High School students are fighting back against a racist dress code  <hashtag>   <link> ,1.0
11390, First Class We Love This Inspiring Piece By BRNs Resident Poet  <username>   <hashtag>   <hashtag>   <link> ,1.0
11391,Have done this game this week Works great for transition  <link> ,0.0
11392,Im 20 next month and I still dont know how to use a washing machine,0.0
11393, <hashtag>  Funds Set Up to Help Oldest Park Ranger,1.0
11394,Meet our pilots Captain Latta and First Officer Van Dyke flying in the 1stCopperRiver salmon of the  <link> ,0.0
11395,MonsterMania Con brings both villains and heroes to Cherry Hill PHOTOS,1.0
11396,BMW Bus Metro Walk  <hashtag> ,1.0
11397,BAD NEWS FOR SANCTUARY CITIES  Trump Can Crack Down FAST  <link>   <link> ,1.0
11398, <hashtag>  Trump hit by his own lewd remarks about women caught on tape,1.0
11399,went out dressed as a chicken last night and got with a girl who was dressed as an egg a life long question was answered It was the chicken,0.0
11400,principle and Im the one to blamedo some reading on how methods in statistics work instd of foaming  d mouth  strangers,0.0
11401, <hashtag> 2017Resolution go to the gym more and use more clichs,1.0
11402,For the past 15 MONTHS Justin Bieber has had at least 1 song charting on the Billboard Hot 100 <link> ,0.0
11403,ThxSoMuch ForRTsLikesBlessings amp UrSupport MeansMuch   <username>   <username>   <username>   <username>   <username> ,1.0
11404, <hashtag>  I love how wellbehaved the kids are in this store,1.0
11405,The  emoji has allowed me to maximize my sass to a whole new level,0.0
11406, <username>  4 Reasons JayZ amp 444 Fail Black America and Misrepresent  <hashtag>   WATCH  <link> ,1.0
11407, <hashtag>  Rocking my  <username>  crop  Perrie < <link> ,0.0
11408,Im pretty sure <link> ,0.0
11409, <hashtag>  Vine by  <username>   <link> ,0.0
11410,The Clinton Foundation vs the Trump Foundation  <username>   <username>   <username>   <hashtag> 2  <hashtag>   <link> ,1.0
11411, <username>  you changed avi good,1.0
11412,THE WEATHER CHANGED FOR  <link> ,0.0
11413,25 bloggers share which blogging toolplatform they couldnt live without  <link>  Including  <username>   <username> ,0.0
11414,ICT skills already a prerequisite for almost all forms of employment  <link>   <hashtag>   <hashtag> 4SDG <link> ,0.0
11415,OMG  <hashtag>  whos excited about  <hashtag>  Japan  <link> ,0.0
11416,Thanks Jove,0.0
11417, <hashtag>  being happy takes work,1.0
11418,Were so excited to have Pastor Edwin Melendez from New Harvest Chicago with us SUNDAY at 12PM  <link> ,0.0
11419, <username>  I Fucking miss you,0.0
11420,The moment a gunman fires at a 12yearold boy  <link>   <link> ,1.0
11421,This years  <hashtag> 2016 from  <username>  features 46 Miami restaurants  <hashtag>   <link>  <link> ,0.0
11422,Police Mom livestreamed son driving car on town roads  <link>   <link> ,1.0
11423,Im missing you  like what you doing,0.0
11424,Well not really just saying you should complete the book instead of leaving it,0.0
11425,Vintage Vehicle Rally motors into Head of Steam   <link>  <link> ,0.0
11426, <username>  What a Beauty The stick that is  <link> ,0.0
11427,Bonds Harper should diversify his game to adapt to walks   <hashtag> ,1.0
11428,Philly police officer injured in collision with bakery truck    <link>  <link> ,0.0
11429,Dog in Cleveland beaten with bricks and sticks is getting adopted by doctor who treated him  <link>   <link> ,1.0
11430,Happy birthday blurryface ,0.0
11431,СделаноУнас This is a scientifical mystical blackbox cleaning the tap water by partial freezing Made in  <link> ,0.0
11432,Two out of four exams done Freedom is so close,0.0
11433,Ted Cruz still firing from the sidelines   <hashtag> ,1.0
11434,My artwork made it to all the  <hashtag>  events in Chicago last week thanks to  <username>   <hashtag>   <hashtag>   <link> ,1.0
11435,Today marks the International Day against Homophobia and Transphobia  <hashtag> 2016  <link> ,0.0
11436,Remember Quebecers JT says you have no core identity culture just an insignificant part of a postnation state  <link> ,1.0
11437,FML I LOVE THE MV SO MUCH,0.0
11438, <username>  There was nothing Jewish 2000 yrs ago Facts arent relevant 2 u If He shows up now will u recognize him  <username> ,1.0
11439,Cooking competition heres Trumps entry  <hashtag>   <link> ,1.0
11440,The IMC is hosting a book sale to raise money for new books Students and Staff get there early <link> ,0.0
11441,20 Free Patterns for Crochet Dogs  <link>   <link> ,0.0
11442,The failure in  <hashtag>  humanitarian laws  are being blatantly violated in Syria on a daily basis  <link>   <hashtag> ,0.0
11443, <hashtag>  It only takes one to fly a plane and kill thousands Risk is risk Is that risk accetable is up to elected officials,1.0
11444,Yoo Jae Suk was trying to give the heart to the lady but   <link> ,0.0
11445,I was going to bin my geography file but I now need it for the resit  <hashtag> ,0.0
11446,If everyone just did Stark hugs They would be the best hugs in the world  <link> ,0.0
11447, <hashtag>  I Really Love the Rain gainst my window,1.0
11448,Ok Gospesl hour done,0.0
11449,Maybe because they know hes seditious subversive and treasonous too   <hashtag>   <hashtag>   <hashtag>   <hashtag>   <hashtag>   <hashtag>   <hashtag>  fboLoudcom  <link> ,1.0
11450,forget we have a phone lmfaoo too accurate,0.0
11451, <hashtag>  Youve used your gun as a dildo,1.0
11452,This would be such a glorious  <link> ,0.0
11453,For my part I know nothing with any certainty but the sight of the stars makes me dream  Vincent Van Gogh  <link> ,1.0
11454,forever mine nevermind,1.0
11455, <hashtag>   <link> ,1.0
11456,if you judge a fish by its ability to climb a tree it will live the whole life believing that it is a  <link> ,0.0
11457,How to Make Your Choruses POP and Stand Out gt  <link>   <link> ,1.0
11458,Stuart also followed Fabregas and Obama Jezzzzzz we signed them as well  <username>   <username>   <username>   <link> ,1.0
11459,Some people are only with you because you are convient and a way to pass time Dont be a thrill ride,1.0
11460,Benjamin Netanyahu Uses 08 Campaign Photo of Obama to Call Him Out on FB  <link>   <link> ,1.0
11461,I love you momma ,0.0
11462, <hashtag>   <hashtag>  247 LISTEN LIKE ENJOY  SHARE >  <link> ,1.0
11463,You take my love for granted and I just dont understand it,0.0
11464,2 shirts for 20 Best price ever Free shipping All sizes  Lift the Ban on Pete Rose  <link> ,1.0
11465,Disgruntled fans appeal 76000 ruling for Super Bowl seat mixup   <hashtag> ,1.0
11466,RT mitchellvii The Nazis thought the Jews were unfit to be human and we know how that ended dont we  CNN must disavow Ana Navarro im,1.0
11467, <hashtag>  please help US show  <hashtag>  Numbers for  <hashtag>   <hashtag>   <username>  <link> ,0.0
11468,TENTSILE TREE TENT take your camping experience to a new level   <link>   <link>   <link> ,0.0
11469,I am so JDM that I am sleep on the right side of the bed 1463492571,0.0
11470,They used armed Federal agents to block a handful of protesters here in PA  For a PRIVATE forprofit company  <link> ,1.0
11471,I hate that I cant retweet you,0.0
11472,Trumps NFL Anthem Position Has These Two Hall of Fame Players Feuding  <link> ,1.0
11473,Brace yourself summer is  <link> ,0.0
11474,7 things to know about postponement of LSU vs Florida  <link> ,1.0
11475,The Muslim Brotherhood were created by the CFR CIA for the same reason  middle east unrest  <link>   <link> ,1.0
11476, <hashtag>  Remember when Barrack Obama Praised Black Supremacist Terrorists BLM at the WH amp Strategized with them on how to DE ,1.0
11477,its not dead its just an eternal friendzone  <link> ,0.0
11478,My  <hashtag>  nominee for  <hashtag>    is Jennifer Lawrence ,0.0
11479,actually i secretly miss you every night before I sleep,0.0
11480,America needs a leader who ignores Spellcheck  <username>     <link> ,1.0
11481,How one small word makes a huge difference on Google SERPs Recently weve had a lot of internal discussions   <link> ,0.0
11482,Neytros is following me now on Twitter Thanks   <link>  Ready for your  <hashtag>  too,1.0
11483,Kid Capri Validating ASKEM Artwork Art You Can Hear  <link>  via  <username> ,1.0
11484,I liked a  <username>  video from  <username>   <link>  Moto G⁴ Plus  <hashtag>  A Shot,0.0
11485,Rip currents causing deadly summer off New Jersey coast  <link>   <link> ,1.0
11486,I got mine but Simpsons sub wont let me charge my dang phone,0.0
11487, <hashtag>   <hashtag>   <hashtag>   <hashtag>    Haast Pass  <link> ,0.0
11488,And ppl think Im a terrorist Becky get over  <link> ,0.0
11489, <username>  sounds like Chad Kroger just got dethroned from shittiest artist ever,0.0
11490,If  <hashtag>  is Free from the protectionist  <hashtag> trade  our econony will grow <hashtag>   <hashtag>   <link> ,0.0
11491,RT kwilli1046 Muslim slaps a Chinese girl for refusing to dance Watch what happens next  <link> ,1.0
11492,This was literally me   <link> ,0.0
11493,Bridge Over The River Quiet Down You Two  <hashtag> ,1.0
11494,Let it marinate For those still sleep wake yo ass up  <hashtag>   <link> ,1.0
11495,Awak dalam instagram VS Awak in real  <link> ,0.0
11496,I am the light of the world He who continues to follow Me will not ever walk in the darkness but will have the light of life John 812,0.0
11497,Deep Fried EVERYTHINGThe South  <hashtag>   <link> ,1.0
11498,In Chinas O2O tech todays unicorns risk becoming tomorrows unicorpses   <hashtag> ,1.0
11499,Life complete ,0.0
11500,Under inquiry From governors to lawmen to lawmakers a look at Arizona public officia  <link>   <link> ,1.0
11501,Thomas on the NFL Rams running game historically bad  <link>   <link> ,1.0
11502,Thats the most dumb shit I have seen today,0.0
11503,That toilet paper goes that way you nazi   <hashtag> ,1.0
11504,RT  <username>   <hashtag>   <link> ,1.0
11505,RR Sheepdogleader labuda_robert BluecordIMF Rampage95x2 RealBowensWharf MarcusBrutus_ hrenee80 4AllSoulKind  <link> ,1.0
11506,Hes always been a class act to me  <hashtag>   <link> ,1.0
11507, <hashtag>  US military says survivors unlikely in Nepal helicopter crash  <link> ,1.0
11508,I hate selfies  <hashtag>   <link> ,1.0
11509,once orange fraudulent man proves  <hashtag>  correct will his cult finally grow weary of licking Trumps boots,0.0
11510, <username>   <username>  Our final documentgraphic needs to be devoid of speculation with impeccable resources,1.0
